channel_id,labels,pos_x,pos_y
1004937544,Остальное,12.852708,2.4840217
1004955392,Остальное,6.342054,1.3855457
1004988942,Работа и образование,6.6936493,0.41960296
1005031786,Остальное,13.6230345,0.74347895
1005038449,Остальное,13.788862,1.1244344
1005117292,Спорт,4.78746,11.360769
1005187293,Остальное,11.334014,1.1841443
1005367831,Работа и образование,6.772336,0.37424117
1005372675,Узбекский сегмент,8.533759,6.0559254
1005455886,Остальное,8.427932,-1.1692672
1005628107,Остальное,9.907723,1.531172
1005667234,Остальное,9.595047,0.3731507
1005684212,Остальное,12.125703,-0.15770158
1005739800,Остальное,13.660855,0.61197627
1005841565,Остальное,15.260902,1.8217331
1005858912,Остальное,13.874623,0.74587774
1005967620,Остальное,10.041008,-1.0288054
1005993407,Остальное,6.777575,0.70830166
1006070737,Узбекский сегмент,8.155127,7.4075866
1006112008,Остальное,5.197025,-1.0195224
1006138488,Остальное,11.115132,-3.4770641
1006147755,Остальное,11.117278,0.27153605
1006225886,Остальное,6.133412,3.0139704
1006273516,Остальное,9.599156,0.22589904
1006288446,Остальное,9.9646,1.5891925
1006323643,Остальное,15.085612,0.49692732
1006347922,Остальное,9.68755,0.29876035
1006430686,Остальное,12.702283,0.9588567
1006487902,Остальное,12.48133,1.200872
1006499585,"Психология, саморазвитие и др.",9.536123,-2.2258706
1006548020,Остальное,13.577645,0.4502262
1006631316,Остальное,7.0766606,0.5299051
1006655022,Остальное,9.803048,0.80368334
1006761084,Остальное,15.126744,0.68145025
1006818734,Остальное,7.837963,5.934396
1006836030,Остальное,15.406391,1.3248677
1006869491,Спорт,4.994022,11.507851
1006882458,Остальное,11.90015,-2.3934271
1006973039,Остальное,9.348352,0.8359756
1007130369,Остальное,6.986183,1.9435902
1007302005,Остальное,6.956633,1.928406
1007303014,Остальное,13.635927,0.5189115
1007347515,Остальное,7.845711,5.739836
1007364117,Остальное,8.174354,6.201107
1007375479,Остальное,14.135797,-0.15943746
1007960946,Остальное,5.6940002,1.9189794
1007984990,Остальное,9.562652,2.4777691
1008079077,Остальное,15.12777,1.0176231
1008105478,Остальное,14.596215,0.17925799
1008107955,Узбекский сегмент,8.652435,6.929013
1008206342,Остальное,14.147018,0.8886482
1008270583,Остальное,5.22005,11.748914
1008302560,Остальное,8.231099,7.2418127
1008421334,Остальное,8.029185,2.2758064
1008543623,Узбекский сегмент,8.549074,7.596008
1008837313,Остальное,6.970471,0.5675349
1009062025,Остальное,8.735594,0.39310518
1009185002,Остальное,6.6062717,0.7767099
1009232144,Остальное,11.084975,0.22328466
1009236720,Работа и образование,6.54946,0.33772585
1009244410,Узбекский сегмент,8.379612,7.653151
1009291094,Остальное,13.610023,0.8573812
1009352913,Остальное,9.328878,0.7717311
1009386990,Остальное,6.5214543,0.4835905
1009546257,Остальное,6.8404093,0.4381768
1009848984,"Психология, саморазвитие и др.",7.426156,-0.6297433
1009850295,Инвестиции и финансы,4.407981,-0.73609626
1009962628,Остальное,6.976152,0.80291617
1010131401,Остальное,9.67152,0.30909774
1010695330,Остальное,10.733257,0.15151052
1010812972,Остальное,7.7396383,0.18026637
1010950838,Остальное,10.014996,1.6096469
1011378925,"Психология, саморазвитие и др.",9.015632,-0.63695294
1011817559,Остальное,12.1892,1.4101952
1011882481,Остальное,12.444252,1.087953
1012085318,Остальное,2.1062891,-1.6038696
1012103617,Остальное,12.763247,-0.17470586
1012284592,Остальное,12.150178,0.2642035
1012339614,Остальное,14.018216,0.4242387
1012435573,Остальное,2.041459,-1.5657576
1012806422,Узбекский сегмент,8.337142,6.3895965
1013150018,Остальное,10.107487,-1.7842417
1013150551,Новости и политика,15.639533,0.6602437
1013446280,Узбекский сегмент,8.321021,6.3960853
1013523094,Остальное,6.1088986,3.0353153
1014119500,Остальное,5.092696,-0.77307546
1014542543,Работа и образование,7.0937223,0.2399111
1015049264,Остальное,12.879261,-0.23506339
1015465328,Остальное,6.6738863,1.2763742
1015781688,Остальное,13.991702,0.7092468
1015848066,Остальное,7.2335567,0.26453266
1015963563,Остальное,14.692852,0.33862913
1015992724,Остальное,13.701044,0.15847294
1016244175,Остальное,6.9755177,1.9689119
1017371671,Работа и образование,5.4018416,1.307712
1017493531,Остальное,9.751869,0.26499194
1018073120,Остальное,10.61896,2.557367
1018448328,Остальное,6.185364,0.81653583
1018951478,Остальное,6.17999,0.67759615
1018957453,Остальное,10.605754,0.7177995
1018965415,Остальное,12.519902,0.3735801
1019025346,Остальное,8.622852,-1.2086481
1019233853,Спорт,4.8874855,11.516408
1019255153,Остальное,9.616893,1.0296717
1019438072,Остальное,12.552943,2.4874945
1019443878,Остальное,8.162255,7.2318187
1019770939,Остальное,12.81399,2.5602946
1019930951,Остальное,14.577799,0.24639839
1020195196,Остальное,6.219827,0.6779808
1020367488,Работа и образование,7.222699,0.23645166
1020484555,Остальное,9.866544,1.1880456
1020496215,Узбекский сегмент,8.507154,6.4244056
1020833698,Остальное,6.7169404,1.3503394
1021115334,Остальное,12.7437935,2.618007
1021466801,Остальное,11.707513,-0.42741928
1021746901,Узбекский сегмент,8.800118,7.713041
1022015978,Остальное,13.0062475,-0.4740932
1022166765,Остальное,11.816066,0.3201555
1022687893,Остальное,8.348543,-0.9964439
1022797178,Остальное,10.887365,2.7596095
1022813253,Остальное,13.802613,1.2743833
1023541447,Остальное,11.113305,-0.09938955
1023745464,Остальное,15.51934,1.3896325
1023856820,Остальное,9.743527,0.09069168
1024032635,Остальное,9.624851,0.56342536
1024491982,Остальное,5.4178567,-0.43482527
1024635866,Остальное,6.6926913,0.68448174
1024716060,Остальное,12.213009,0.054123376
1024945502,Спорт,5.1696177,11.750527
1025341149,Узбекский сегмент,8.430839,7.336668
1025545372,Остальное,11.676534,-0.15106216
1025634770,Остальное,10.861554,0.3024556
1025655700,Остальное,6.451614,0.334737
1025740557,Узбекский сегмент,8.69633,7.666828
1025911195,Остальное,8.816543,2.1448126
1026938635,Остальное,11.806845,-0.083807394
1026939288,Остальное,9.804842,0.033747166
1027214245,Остальное,11.643455,-4.876415
1027236403,Остальное,10.181577,1.6122894
1027334002,Остальное,6.806437,1.3120586
1027388263,Остальное,12.663432,-0.7133068
1027423644,Остальное,12.933563,-0.36829573
1028479483,Остальное,6.5343037,1.3972702
1028666190,Остальное,9.662345,1.0187601
1028943075,Остальное,14.419676,0.26812497
1028991360,Остальное,11.315259,-0.102889925
1029023478,Остальное,10.849609,2.6558723
1029095426,Остальное,15.157604,0.48988393
1029186965,Узбекский сегмент,8.643189,7.3211536
1029312804,Остальное,14.717279,0.9878957
1029375305,Остальное,6.500045,0.25463325
1029497844,Остальное,8.147101,6.415022
1029578214,Спорт,4.8861213,11.412255
1029601020,Остальное,12.257766,-2.616124
1029776034,Остальное,11.854375,0.39857894
1030138205,Остальное,12.189719,-0.15418844
1030231853,Остальное,8.330306,7.3622518
1030317489,Остальное,6.781373,1.0969244
1030596798,Остальное,9.542959,0.83135206
1030852584,Остальное,11.4252825,-0.4352104
1030950770,Узбекский сегмент,8.326062,7.5221524
1031176887,Остальное,6.2569203,-1.9990424
1031353082,Остальное,1.4066247,-0.11885291
1031407343,Остальное,9.515016,0.42118034
1031426115,Работа и образование,6.5963626,0.33140302
1031554413,Остальное,6.50314,0.38971034
1031559169,Остальное,15.297095,1.4122573
1031569976,Остальное,5.632649,-0.08719196
1031616560,Остальное,9.263998,0.8748929
1031844061,"Психология, саморазвитие и др.",7.53633,-0.8518433
1032086354,Остальное,7.0208397,0.92507666
1032374108,Остальное,6.407037,0.33644027
1033134963,Остальное,12.880629,0.5506085
1033205495,Остальное,9.781156,0.0015546937
1033348013,Остальное,7.052448,0.95989275
1034068795,Остальное,6.1440387,0.8470434
1034113016,Остальное,6.1307225,3.002309
1034119223,Работа и образование,6.1760645,1.198607
1034529318,Работа и образование,6.08888,1.3370306
1034801447,Остальное,14.172314,0.7596753
1034826040,Остальное,11.652166,-3.549451
1034983708,Остальное,7.0096154,1.9687623
1035124694,Остальное,8.7107315,2.2683842
1035148073,Остальное,8.302663,5.623646
1035235678,Остальное,10.128272,-0.018504689
1035955915,Остальное,9.465882,0.7514059
1036032163,Работа и образование,5.3702188,1.2948486
1036051144,Остальное,6.046542,0.3169747
1036240821,Остальное,13.770867,0.58363825
1036362176,Остальное,13.623157,0.871657
1036486833,Остальное,9.929095,-1.9597806
1036923309,Остальное,7.517648,0.091449894
1037006502,Остальное,9.528847,-0.2314218
1037509705,Остальное,14.374325,0.27411073
1037734971,Остальное,14.585459,0.28825408
1037756687,Остальное,6.3374815,0.74100167
1037821029,Остальное,10.573039,0.6444145
1038075348,Остальное,10.8299055,0.5852428
1038250375,Остальное,8.311838,-0.43452892
1038402501,Остальное,13.809927,0.5642548
1038495062,Остальное,6.522436,1.2913666
1038976893,Остальное,6.4889407,0.86042106
1039034634,Остальное,8.492958,6.7136106
1039055956,Работа и образование,6.6103525,0.4735029
1039128931,Остальное,12.817188,2.5747726
1039157418,Остальное,6.937521,1.9961275
1039210712,Остальное,7.1771607,0.7974744
1039255739,Работа и образование,6.526436,0.18647061
1039336958,Остальное,6.118964,0.55337334
1039399273,Работа и образование,6.5799956,0.36246946
1039604467,Остальное,12.469262,0.034516845
1039626561,Работа и образование,5.966675,1.3320824
1039658894,Спорт,4.9232283,11.477111
1040060096,Остальное,13.158037,0.42054483
1040370540,Остальное,6.3543916,1.3319808
1040662646,Остальное,10.111608,1.2186427
1040818113,Остальное,8.780972,7.2359576
1040881583,Остальное,15.34411,1.054113
1041138277,Узбекский сегмент,8.456968,6.325554
1041482399,Инвестиции и финансы,4.219177,-0.7212949
1041521040,Остальное,7.5345764,2.4719946
1041599776,Остальное,8.5338335,1.6009513
1041975676,Остальное,6.9806514,1.9079027
1042059464,Узбекский сегмент,8.508925,6.066419
1042145898,Остальное,8.9152155,6.8168273
1042273662,Остальное,10.398024,1.8805493
1042439832,Остальное,15.540727,0.99006915
1042544930,Работа и образование,6.7241178,0.51758814
1042736989,Остальное,9.844725,0.74112934
1042737298,Остальное,13.47822,0.43592784
1042783935,Инвестиции и финансы,5.2551823,-0.9040143
1042820903,Остальное,5.422733,1.2579529
1043217211,Инвестиции и финансы,4.802476,-0.5576436
1043238747,Остальное,12.566402,0.030508006
1043364400,"Психология, саморазвитие и др.",8.166821,-1.1827844
1043585622,Остальное,12.8496,2.5629551
1043793945,Остальное,6.319144,0.65413964
1044043144,Остальное,8.258156,5.6230392
1044298783,Работа и образование,6.1110864,1.2361124
1044694399,"Психология, саморазвитие и др.",8.232028,-1.1148254
1044715889,Работа и образование,6.615305,0.42892477
1044717652,Остальное,8.767497,6.868486
1044797483,Остальное,10.117492,0.2926226
1044840327,Остальное,4.3417544,-0.38695565
1045043759,Остальное,9.561379,0.23969792
1045369579,Остальное,14.463719,1.2845311
1045424134,Остальное,5.681894,-0.30659372
1045470554,Остальное,6.7575383,0.49986792
1045736560,Остальное,15.05685,0.5531546
1045868879,Остальное,12.772076,2.6251996
1045995175,Остальное,6.1243534,-1.2391468
1046190784,Остальное,12.330237,-0.7423335
1046433255,Остальное,5.784701,-0.9120288
1046446760,Остальное,14.300729,1.0696908
1046463780,Остальное,6.182297,2.9391358
1046511458,Остальное,9.843918,-0.25003216
1046750516,Новости и политика,15.37077,0.5211691
1046805118,Остальное,8.706818,6.9706373
1047081505,Остальное,6.6225014,1.4962326
1047166746,Остальное,12.302414,-0.36899194
1047193060,Остальное,12.059051,-4.0663652
1047260531,Новости и политика,15.20572,0.5218237
1047361277,Остальное,6.845405,0.63045573
1047528126,Работа и образование,6.241861,0.91097605
1047720111,Остальное,11.698611,-2.898176
1047764470,Остальное,14.394897,-3.8933706
1047794319,Остальное,11.305944,1.2637457
1047846989,Остальное,9.597202,2.0736086
1047912325,Остальное,4.578688,11.308285
1047954869,Остальное,8.662744,2.145607
1048283204,Остальное,9.742269,0.057687614
1048827574,Спорт,5.2745886,11.724828
1049045562,Остальное,12.996373,-0.10548224
1049267705,Остальное,4.7113485,11.609271
1049320233,Остальное,12.684972,0.7128776
1049795479,Новости и политика,15.442479,0.9330365
1049843396,Остальное,11.62653,-0.57304347
1049904248,Остальное,7.099629,1.0229319
1050100853,Остальное,6.9954906,1.8977753
1050146446,Остальное,5.7497525,1.2778133
1050397474,Остальное,9.923634,1.8922813
1050424482,Остальное,8.332894,1.7379835
1050451805,Остальное,13.627477,-0.45627683
1050452444,Остальное,6.9010053,0.55826294
1050597485,Остальное,10.649533,0.19744065
1050641047,Новости и политика,15.413743,0.17063914
1050649149,Остальное,12.810536,2.4905689
1050820672,Остальное,13.485125,0.8294607
1050921500,Остальное,13.542598,0.40844145
1051007134,Остальное,8.263985,-1.2297446
1051075007,Узбекский сегмент,8.765655,7.2595057
1051500113,Остальное,7.107519,1.2138245
1051507530,Остальное,12.743984,2.1898925
1051808211,Остальное,6.232632,0.37467083
1051874990,Спорт,5.2089543,11.709105
1051969621,Остальное,12.889181,2.5009048
1052068360,Остальное,6.2711496,1.3691832
1052157402,Остальное,13.764188,0.299305
1052194881,Узбекский сегмент,8.3924055,7.718004
1052226869,Остальное,15.183456,0.80706286
1052247604,Остальное,13.35478,0.7156913
1052346215,Остальное,5.459237,1.2575902
1052382211,Остальное,13.793178,0.15141886
1052442548,Узбекский сегмент,8.874039,7.729279
1052505009,Остальное,12.326067,0.06205393
1052588660,Остальное,10.2868185,2.2414799
1052645483,Остальное,12.576049,-0.5098368
1052806641,Остальное,12.5858135,-0.28956932
1052900431,Остальное,15.163632,1.8789275
1052967338,Остальное,10.758785,2.4733803
1052974022,Остальное,7.217497,0.83812207
1053002049,Остальное,6.969513,1.9557867
1053083677,Остальное,13.5317745,-0.62055117
1053161069,Остальное,13.176258,-0.5527613
1053184317,Остальное,9.411179,0.60571057
1053196199,Инвестиции и финансы,4.746782,-0.6543192
1053262475,Остальное,15.137142,-3.8976352
1053473865,Остальное,4.4654617,-0.7659543
1053493245,"Психология, саморазвитие и др.",8.683546,-1.299313
1053498372,Остальное,13.204271,-0.5569406
1053548914,Остальное,8.10678,6.5738316
1053596007,Остальное,12.315499,-0.57556546
1053906912,Остальное,10.186487,-0.27439606
1053968240,Остальное,9.813191,0.710219
1053995597,Остальное,7.309247,0.26956546
1054039150,Остальное,9.590439,0.18683448
1054210809,Остальное,9.354156,0.8527621
1054290167,Работа и образование,6.8411818,0.37159222
1054318244,Работа и образование,6.8007355,0.41959012
1054347207,"Психология, саморазвитие и др.",8.276448,-1.3168098
1054391026,Остальное,9.82733,0.29289767
1054426741,Остальное,5.065111,-1.1383107
1054481184,Остальное,10.072466,-0.623798
1054522952,Остальное,2.0515916,-0.06397935
1054549314,Остальное,14.248455,0.95135254
1054569797,Остальное,13.196137,-0.37506497
1054586568,Инвестиции и финансы,5.882245,-0.53576124
1054603552,Остальное,10.814212,1.0966525
1054673922,Остальное,12.523402,-3.0515816
1054690831,Спорт,4.949917,11.4533825
1054735798,Остальное,4.867202,10.815462
1054786528,Остальное,6.5701,0.8420408
1054957766,Остальное,13.905466,0.52977747
1055082658,Остальное,14.220216,0.32023123
1055356052,Остальное,10.984541,0.7693099
1055397110,Остальное,9.553369,0.23670097
1055562978,Остальное,13.91423,0.70084435
1055652664,Остальное,13.196652,-3.5312994
1055857119,Остальное,15.27583,1.1834834
1055902292,Узбекский сегмент,8.753056,7.4717546
1055985177,Инвестиции и финансы,5.166509,-0.51838535
1056000398,Остальное,13.551676,-0.44331843
1056299603,Остальное,13.029015,0.9354324
1056325080,Остальное,13.506392,0.14733052
1056326481,Узбекский сегмент,8.649008,7.5731134
1056429738,Остальное,13.140711,-0.51837444
1056497613,Работа и образование,6.515742,0.39243862
1056525828,Остальное,7.2924395,2.537419
1056574872,Остальное,9.933356,1.5766642
1056574895,Спорт,4.625532,11.369145
1056597437,Остальное,12.478793,1.0828756
1056787284,Остальное,11.4899435,-0.16248104
1056908692,Остальное,8.688767,2.256367
1056908994,Инвестиции и финансы,4.2702456,-0.95216465
1056988042,Узбекский сегмент,8.77532,7.5800385
1057004251,Остальное,12.830791,0.22395705
1057004609,Остальное,12.059718,-3.5485656
1057035811,Остальное,15.29602,1.810015
1057302592,Остальное,15.340655,0.9592011
1057393190,Остальное,1.1111392,-0.5466953
1057408216,Работа и образование,6.4340935,1.0151079
1057483214,Остальное,9.331969,0.77104944
1057583498,Остальное,13.8662195,0.18898132
1057646693,Остальное,10.034832,-1.9163272
1057650082,Остальное,8.699397,2.2331595
1057741540,Остальное,8.68621,2.2085304
1058013363,Остальное,13.381033,0.8622428
1058153123,Остальное,9.923564,0.31760722
1058316875,Остальное,10.992082,2.4093554
1058356919,Работа и образование,6.718759,0.42138153
1058364321,Остальное,6.519818,2.1043463
1058605663,Остальное,8.346704,1.9029944
1058667053,Остальное,12.84891,0.59908444
1058679334,Остальное,8.825068,2.1903558
1058728352,Остальное,13.684322,0.25225997
1058818874,Остальное,8.990818,-2.6241698
1058912111,Остальное,11.440529,0.25152576
1058954946,Остальное,14.7697935,0.70682204
1059094364,"Психология, саморазвитие и др.",8.879484,-2.6121857
1059135528,Остальное,14.368998,1.1867467
1059161137,Остальное,15.187302,0.77163005
1059187746,Остальное,11.027077,2.3833847
1059297851,Новости и политика,15.277331,0.4240595
1059489592,Узбекский сегмент,8.418093,6.417249
1059552179,Остальное,7.2852426,1.9795758
1059580347,Спорт,4.801953,11.463302
1059624930,Остальное,6.1203866,3.0195093
1059699800,Остальное,10.122859,-0.35756242
1059792804,Остальное,13.715181,1.3519863
1059798821,Остальное,15.118681,0.8479791
1059815658,Остальное,14.011233,0.7917921
1059869841,Остальное,6.137299,3.000611
1059904244,Остальное,10.40695,1.8597101
1059965926,Остальное,6.4603,0.33540478
1060033294,Остальное,15.390598,1.2211748
1060061831,Остальное,12.257393,0.35728702
1060092204,Узбекский сегмент,8.266505,7.271972
1060205892,Остальное,6.5229516,-0.09859128
1060207180,Остальное,10.395847,0.49540287
1060302681,Остальное,14.1872635,0.9562361
1060330723,Остальное,5.8206983,-0.32663003
1060788085,Остальное,12.837351,2.5212605
1060872407,Остальное,7.426814,0.09915467
1060931312,Остальное,8.753128,2.1794496
1060960001,Остальное,9.859973,-0.75634336
1061039667,Остальное,13.53003,-0.539792
1061098805,Остальное,15.371253,1.5737567
1061120464,Остальное,10.506902,1.3441824
1061171787,Остальное,13.076117,0.06582536
1061326282,Остальное,10.852316,2.552643
1061362280,Остальное,10.203863,1.1043427
1061405640,Остальное,12.871559,2.3716323
1061574166,Остальное,5.017038,-0.9566202
1061696877,Остальное,-0.544853,-0.003053838
1062089274,Остальное,6.982368,1.9578009
1062109331,Остальное,2.2461207,0.22200032
1062232438,Остальное,10.220807,1.1629032
1062401536,Работа и образование,5.414644,1.290064
1062598361,Остальное,15.414034,-3.7895038
1062743165,Остальное,6.8026524,0.46357065
1062851566,Остальное,5.720568,1.8897316
1062855332,Остальное,11.75936,-3.0293581
1062913880,Работа и образование,6.697131,0.37641627
1062962117,Остальное,9.455484,-0.5771031
1063157959,Остальное,6.811062,0.4370132
1063226247,Остальное,8.283315,1.6439056
1063291218,Спорт,4.747266,11.653023
1063306562,Остальное,9.112868,0.19217172
1063533212,Остальное,10.075286,-0.83681494
1063539871,Остальное,5.666214,1.8398849
1063542127,Остальное,5.518855,1.3306972
1063552156,Остальное,2.113297,-1.502611
1063607035,Остальное,13.673034,-3.6870673
1063703112,Спорт,5.222643,11.711371
1063908560,Инвестиции и финансы,4.158685,-0.83169305
1063950336,Остальное,7.457639,2.5020163
1063970387,Остальное,14.104476,-3.8683255
1064042685,Остальное,12.512258,0.14701328
1064054370,Остальное,10.913704,0.31791356
1064220628,Остальное,9.875387,1.4751816
1064358398,"Психология, саморазвитие и др.",9.389985,-1.9969457
1064567517,Остальное,9.405032,0.791466
1064709138,Остальное,10.505205,1.8427793
1064771267,Остальное,16.1091,-4.258894
1064785472,Новости и политика,15.318901,0.22426254
1065079359,Остальное,6.511109,0.3532927
1065217254,Остальное,6.5177135,1.1549617
1065261741,Остальное,8.851951,-0.33547592
1065276858,Остальное,13.008251,0.5926609
1065291325,Остальное,8.193148,-0.6245538
1065400089,Остальное,8.369188,1.7976685
1065542647,Остальное,6.1193585,-1.1955426
1065632275,Остальное,6.24976,0.47215426
1065697676,Остальное,15.792469,-4.1483946
1066015423,Остальное,8.692579,2.2387996
1066123382,Остальное,9.616686,-0.2993692
1066174394,Инвестиции и финансы,5.1194654,-0.891137
1066194967,Остальное,6.499484,0.38415682
1066299330,Остальное,6.840921,0.5704554
1066486839,Остальное,10.078285,0.5231691
1066631243,Инвестиции и финансы,4.290299,-0.81296045
1066806944,"Психология, саморазвитие и др.",9.190534,-1.9430288
1066891019,Остальное,9.591579,-1.2003813
1066998375,Узбекский сегмент,8.860803,7.7440877
1067030553,Остальное,13.523011,-0.64590824
1067047613,Остальное,0.12262989,-0.77340204
1067340713,Остальное,12.45494,-3.229771
1067606629,Остальное,6.07447,-1.2177093
1067712602,Остальное,10.680257,2.521114
1067870146,Остальное,1.2667147,0.4710807
1067984643,Остальное,7.204906,0.93868905
1068044710,Остальное,15.155692,0.4355103
1068050608,Остальное,13.115733,1.2824471
1068089062,Спорт,4.8699355,11.439018
1068161608,Инвестиции и финансы,5.2465386,-0.38762054
1068165042,Остальное,13.252768,-0.41646993
1068169300,Остальное,14.280533,0.371517
1068276855,Остальное,6.1320763,2.9971602
1068320566,"Психология, саморазвитие и др.",8.469442,-1.5452188
1068371661,Инвестиции и финансы,3.6666286,-0.61756617
1068419142,Новости и политика,15.442072,0.426912
1068429417,Остальное,5.922244,-0.5850233
1068463539,Остальное,12.972258,0.043820713
1068488158,Остальное,8.094737,6.8103247
1068518535,Остальное,14.198886,0.7470616
1068549468,Остальное,6.7212653,1.221276
1068576135,Узбекский сегмент,7.9905295,6.483622
1068659541,Остальное,6.643473,0.8820063
1068691629,Остальное,12.205463,0.57196987
1068715433,Остальное,5.5517325,1.5089383
1068793473,Остальное,6.589163,1.0625734
1068954099,Остальное,13.27797,1.3845574
1069064065,Остальное,9.863683,0.03913248
1069147145,Остальное,13.021856,-0.3454332
1069147148,Остальное,15.313403,1.5617337
1069216554,Остальное,10.188263,1.2981339
1069326862,Остальное,7.0791273,2.364058
1069338771,Остальное,12.924364,2.4131618
1069359575,Остальное,9.374131,-0.37998265
1069471380,Остальное,11.126561,0.21507598
1069499482,Остальное,10.364458,0.98089874
1069707522,Остальное,11.814531,-0.30433255
1069764941,Остальное,10.176858,-0.19599158
1069772626,Остальное,13.079484,-0.08783304
1069783072,Остальное,9.011439,-2.61223
1069800829,Остальное,12.782102,2.5326247
1069826494,Остальное,10.496758,-1.1421833
1069831567,Спорт,4.856481,11.520834
1070044994,Остальное,15.275246,0.94058245
1070053888,Остальное,10.452098,-1.5532237
1070114734,Остальное,5.3331785,1.2904652
1070197378,Остальное,14.978602,1.0658995
1070271754,Остальное,9.315699,0.71812737
1070280482,Узбекский сегмент,8.806,7.406788
1070404049,Остальное,13.723251,0.3764221
1070474272,Остальное,8.869192,6.788819
1070632214,Спорт,4.802344,11.31658
1070638809,Остальное,6.5044556,2.0740666
1070726895,Остальное,6.588819,0.8961141
1070928018,Остальное,12.139327,-5.0593867
1070932629,Остальное,14.957346,-3.999912
1070951509,Остальное,9.612879,0.13425945
1070998075,Остальное,16.153704,-4.2230797
1071040207,Остальное,12.51668,-2.357173
1071233129,Остальное,13.371524,-0.45288104
1071293163,Остальное,13.498697,-0.56617373
1071365669,Остальное,13.973845,0.74514437
1071371471,Новости и политика,15.301869,0.12054117
1071571304,Остальное,10.80342,-0.29468063
1071752104,Остальное,6.172349,0.8680812
1071798323,Остальное,10.798808,2.6229644
1071872155,Остальное,8.061025,6.566679
1071985215,Работа и образование,5.5064173,1.3593764
1071991949,Остальное,7.089263,2.4206014
1071995871,Узбекский сегмент,8.805368,7.2636623
1072020115,Остальное,13.390172,1.5324168
1072052921,Узбекский сегмент,8.386909,5.980667
1072078935,"Психология, саморазвитие и др.",9.61781,-0.79316014
1072123994,Новости и политика,15.629957,0.86539304
1072137966,Остальное,4.902868,10.789835
1072169937,Остальное,6.1686435,0.38210893
1072182349,Остальное,13.419208,-0.44569096
1072203365,Остальное,15.538355,1.3252562
1072235517,Работа и образование,5.402559,1.3230146
1072251909,Остальное,14.103677,0.8522717
1072265320,Остальное,10.411096,-0.17344058
1072268021,Остальное,5.856532,0.43153483
1072393251,Остальное,13.431836,1.0781114
1072523372,Остальное,10.721356,2.585689
1072583531,Остальное,9.4224,0.6342397
1072681815,Остальное,12.721475,0.64025503
1072723547,Остальное,1.9621681,-1.5402212
1072838868,Остальное,15.803763,-4.10349
1072881944,Остальное,6.450123,0.46971038
1073099659,Работа и образование,7.042432,0.060761392
1073117412,Остальное,7.339862,0.04484453
1073121852,Работа и образование,6.6286144,0.8202283
1073288284,Остальное,15.112268,0.9638769
